Subj Nques Cans Pcorr
f181068b_processed.asc 100 82 0.82
f181083_processed.asc 100 86 0.86
subj11_processed.asc 100 94 0.94
f181060_processed.asc 100 96 0.96
f181059_processed.asc 100 90 0.9
f181067_processed.asc 100 95 0.95
f181084_processed.asc 100 95 0.95
f181075_processed.asc 100 92 0.92
f181050_all_processed.asc 100 98 0.98
f181076_processed.asc 100 80 0.8
subj10_processed.asc 100 89 0.89
subject1_processed.asc 100 86 0.86
f181051_processed.asc 100 97 0.97
