seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
37,10,37,0,0,0,0,0,0,0,0
103,10,38,match_tap,688,347,316,641,519,0,0
97,10,38,0,0,0,0,0,0,0,0
0,10,38,0,0,0,0,0,0,0,0
163,10,38,0,0,0,0,0,0,0,0
113,10,39,0,0,0,0,0,0,0,0
0,10,39,0,0,0,0,0,0,0,0
63,10,39,0,0,0,0,0,0,0,0
137,10,39,clash_this,0,0,375,1181,254,0,0
87,10,40,0,0,0,0,0,0,0,0
113,10,40,match_this,0,0,221,1319,0,1755,0
137,10,40,0,0,0,0,0,0,0,0
0,10,40,0,0,0,0,0,0,0,0
103,11,1,match_tap,728,603,0,585,298,778,0
103,11,1,0,0,0,0,0,0,0,0
17,11,1,0,0,0,0,0,0,0,0
183,11,1,0,0,0,0,0,0,0,0
97,11,2,0,0,0,0,0,0,0,0
103,11,2,0,0,0,0,0,0,0,0
183,11,2,clash_tap,970,394,0,243,414,361,0
183,11,2,0,0,0,0,0,0,0,0
81,11,3,0,0,0,0,0,0,0,0
81,11,3,match_this,975,630,137,433,142,875,0
13,11,3,0,0,0,0,0,0,0,0
187,11,3,0,0,0,0,0,0,0,0
81,11,4,0,0,0,0,0,0,0,0
119,11,4,0,0,0,0,0,0,0,0
13,11,4,0,0,0,0,0,0,0,0
13,11,4,clash_this,895,560,244,383,523,1317,0
119,11,5,match_tap,958,125,0,340,305,560,0
119,11,5,0,0,0,0,0,0,0,0
133,11,5,0,0,0,0,0,0,0,0
67,11,5,0,0,0,0,0,0,0,0
81,11,6,0,0,0,0,0,0,0,0
81,11,6,0,0,0,0,0,0,0,0
67,11,6,clash_tap,270,745,98,1084,434,0,0
67,11,6,0,0,0,0,0,0,0,0
141,11,7,0,0,0,0,0,0,0,0
141,11,7,match_this,835,471,225,493,407,1064,0
49,11,7,0,0,0,0,0,0,0,0
151,11,7,0,0,0,0,0,0,0,0
141,11,8,0,0,0,0,0,0,0,0
59,11,8,0,0,0,0,0,0,0,0
49,11,8,0,0,0,0,0,0,0,0
49,11,8,clash_this,1055,502,307,352,374,1818,0
139,11,9,match_tap,820,313,0,507,255,831,0
139,11,9,0,0,0,0,0,0,0,0
183,11,9,0,0,0,0,0,0,0,0
17,11,9,0,0,0,0,0,0,0,0
61,11,10,0,0,0,0,0,0,0,0
139,11,10,0,0,0,0,0,0,0,0
0,11,10,0,0,0,0,0,0,0,0
17,11,10,clash_this,1237,562,241,714,505,1878,0
43,11,11,match_tap,1590,502,169,348,310,777,0
0,11,11,0,0,0,0,0,0,0,0
197,11,11,0,0,0,0,0,0,0,0
3,11,11,0,0,0,0,0,0,0,0
43,11,12,0,0,0,0,0,0,0,0
157,11,12,0,0,0,0,0,0,0,0
197,11,12,0,0,0,0,0,0,0,0
197,11,12,clash_this,0,0,0,292,540,823,0
0,11,13,0,0,0,0,0,0,0,0
161,11,13,match_this,981,498,204,310,267,1122,0
93,11,13,0,0,0,0,0,0,0,0
107,11,13,0,0,0,0,0,0,0,0
39,11,14,0,0,0,0,0,0,0,0
39,11,14,0,0,0,0,0,0,0,0
107,11,14,clash_tap,832,638,95,393,155,691,0
107,11,14,0,0,0,0,0,0,0,0
191,11,15,match_tap,665,363,0,184,310,788,0
0,11,15,0,0,0,0,0,0,0,0
33,11,15,0,0,0,0,0,0,0,0
167,11,15,0,0,0,0,0,0,0,0
9,11,16,0,0,0,0,0,0,0,0
9,11,16,0,0,0,0,0,0,0,0
33,11,16,0,0,0,0,0,0,0,0
33,11,16,clash_this,1142,792,227,714,635,695,0
0,11,17,0,0,0,0,0,0,0,0
57,11,17,match_this,1653,896,0,682,915,1335,0
27,11,17,0,0,0,0,0,0,0,0
173,11,17,0,0,0,0,0,0,0,0
143,11,18,0,0,0,0,0,0,0,0
57,11,18,0,0,0,0,0,0,0,0
0,11,18,0,0,0,0,0,0,0,0
173,11,18,clash_this,0,541,0,356,404,946,0
53,11,19,0,0,0,0,0,0,0,0
53,11,19,match_this,0,1070,0,1076,568,1303,0
93,11,19,0,0,0,0,0,0,0,0
107,11,19,0,0,0,0,0,0,0,0
53,11,20,0,0,0,0,0,0,0,0
147,11,20,0,0,0,0,0,0,0,0
107,11,20,0,0,0,0,0,0,0,0
93,11,20,clash_this,903,571,0,315,153,761,0
147,11,21,match_tap,858,1003,102,786,382,1387,0
147,11,21,0,0,0,0,0,0,0,0
15,11,21,0,0,0,0,0,0,0,0
185,11,21,0,0,0,0,0,0,0,0
53,11,22,0,0,0,0,0,0,0,0
147,11,22,0,0,0,0,0,0,0,0
0,11,22,0,0,0,0,0,0,0,0
185,11,22,clash_this,837,737,104,310,123,1391,0
27,11,23,match_tap,894,521,180,783,423,1730,0
0,11,23,0,0,0,0,0,0,0,0
43,11,23,0,0,0,0,0,0,0,0
43,11,23,0,0,0,0,0,0,0,0
27,11,24,0,0,0,0,0,0,0,0
173,11,24,0,0,0,0,0,0,0,0
157,11,24,0,0,0,0,0,0,0,0
157,11,24,clash_this,0,593,94,444,358,1721,0
0,11,25,0,0,0,0,0,0,0,0
113,11,25,match_this,0,557,101,308,492,957,0
121,11,25,0,0,0,0,0,0,0,0
79,11,25,0,0,0,0,0,0,0,0
87,11,26,0,0,0,0,0,0,0,0
113,11,26,0,0,0,0,0,0,0,0
79,11,26,clash_tap,1737,468,148,450,303,468,0
79,11,26,0,0,0,0,0,0,0,0
197,11,27,0,0,0,0,0,0,0,0
0,11,27,0,0,0,0,0,0,0,0
167,11,27,0,0,0,0,0,0,0,0
33,11,27,0,0,0,0,0,0,0,0
3,11,28,0,0,0,0,0,0,0,0
197,11,28,0,0,0,0,0,0,0,0
167,11,28,clash_tap,0,0,0,308,569,1159,0
0,11,28,0,0,0,0,0,0,0,0
127,11,29,match_tap,733,589,86,628,857,1311,0
73,11,29,0,0,0,0,0,0,0,0
193,11,29,0,0,0,0,0,0,0,0
7,11,29,0,0,0,0,0,0,0,0
73,11,30,0,0,0,0,0,0,0,0
127,11,30,0,0,0,0,0,0,0,0
193,11,30,0,0,0,0,0,0,0,0
7,11,30,0,0,0,0,0,0,0,0
153,11,31,0,0,0,0,0,0,0,0
153,11,31,match_this,0,854,0,567,373,1112,0
133,11,31,0,0,0,0,0,0,0,0
67,11,31,0,0,0,0,0,0,0,0
153,11,32,0,0,0,0,0,0,0,0
47,11,32,0,0,0,0,0,0,0,0
133,11,32,0,0,0,0,0,0,0,0
133,11,32,clash_this,770,511,91,378,373,526,0
0,11,33,0,0,0,0,0,0,0,0
21,11,33,match_this,1295,441,142,1203,390,825,0
23,11,33,0,0,0,0,0,0,0,0
177,11,33,0,0,0,0,0,0,0,0
179,11,34,0,0,0,0,0,0,0,0
21,11,34,0,0,0,0,0,0,0,0
0,11,34,0,0,0,0,0,0,0,0
177,11,34,clash_this,0,524,198,381,412,1232,0
73,11,35,0,0,0,0,0,0,0,0
73,11,35,match_this,1145,1024,103,438,314,1201,0
121,11,35,0,0,0,0,0,0,0,0
79,11,35,0,0,0,0,0,0,0,0
73,11,36,0,0,0,0,0,0,0,0
127,11,36,0,0,0,0,0,0,0,0
121,11,36,0,0,0,0,0,0,0,0
121,11,36,clash_this,646,0,107,273,157,1047,0
0,11,37,0,0,0,0,0,0,0,0
97,11,37,match_this,670,279,105,296,159,549,0
163,11,37,0,0,0,0,0,0,0,0
37,11,37,0,0,0,0,0,0,0,0
103,11,38,0,0,0,0,0,0,0,0
97,11,38,0,0,0,0,0,0,0,0
0,11,38,0,0,0,0,0,0,0,0
37,11,38,clash_this,1017,728,212,1124,542,1302,0
87,11,39,match_tap,838,807,0,1059,491,666,0
0,11,39,0,0,0,0,0,0,0,0
63,11,39,0,0,0,0,0,0,0,0
137,11,39,0,0,0,0,0,0,0,0
87,11,40,0,0,0,0,0,0,0,0
113,11,40,0,0,0,0,0,0,0,0
63,11,40,clash_tap,1354,899,115,555,307,1002,0
0,11,40,0,0,0,0,0,0,0,0
103,12,1,0,0,0,0,0,0,0,0
103,12,1,0,0,0,0,0,0,0,0
183,12,1,clash_tap,1181,904,385,470,764,1668,0
183,12,1,0,0,0,0,0,0,0,0
103,12,2,match_tap,946,0,0,254,507,0,0
103,12,2,0,0,0,0,0,0,0,0
183,12,2,0,0,0,0,0,0,0,0
183,12,2,0,0,0,0,0,0,0,0
81,12,3,0,0,0,0,0,0,0,0
81,12,3,0,0,0,0,0,0,0,0
13,12,3,0,0,0,0,0,0,0,0
13,12,3,clash_this,625,0,338,188,184,970,0
81,12,4,0,0,0,0,0,0,0,0
81,12,4,match_this,720,539,0,479,0,447,0
13,12,4,0,0,0,0,0,0,0,0
13,12,4,0,0,0,0,0,0,0,0
119,12,5,0,0,0,0,0,0,0,0
119,12,5,0,0,0,0,0,0,0,0
67,12,5,clash_tap,0,158,420,529,558,1096,0
67,12,5,0,0,0,0,0,0,0,0
119,12,6,match_tap,478,515,0,402,365,0,0
81,12,6,0,0,0,0,0,0,0,0
67,12,6,0,0,0,0,0,0,0,0
67,12,6,0,0,0,0,0,0,0,0
141,12,7,0,0,0,0,0,0,0,0
141,12,7,0,0,0,0,0,0,0,0
49,12,7,0,0,0,0,0,0,0,0
49,12,7,clash_this,760,0,85,0,227,1239,0
141,12,8,0,0,0,0,0,0,0,0
141,12,8,match_this,0,1009,347,362,601,0,0
49,12,8,0,0,0,0,0,0,0,0
49,12,8,0,0,0,0,0,0,0,0
139,12,9,0,0,0,0,0,0,0,0
139,12,9,0,0,0,0,0,0,0,0
17,12,9,clash_tap,778,155,0,203,313,827,0
17,12,9,0,0,0,0,0,0,0,0
139,12,10,match_tap,218,336,0,986,1536,1011,0
139,12,10,0,0,0,0,0,0,0,0
0,12,10,0,0,0,0,0,0,0,0
17,12,10,0,0,0,0,0,0,0,0
43,12,11,0,0,0,0,0,0,0,0
0,12,11,0,0,0,0,0,0,0,0
197,12,11,0,0,0,0,0,0,0,0
197,12,11,clash_this,0,1476,237,541,538,1187,0
43,12,12,0,0,0,0,0,0,0,0
43,12,12,match_this,0,136,232,231,193,1203,0
197,12,12,0,0,0,0,0,0,0,0
197,12,12,0,0,0,0,0,0,0,0
0,12,13,0,0,0,0,0,0,0,0
161,12,13,0,0,0,0,0,0,0,0
107,12,13,clash_tap,805,0,227,327,501,1085,0
107,12,13,0,0,0,0,0,0,0,0
161,12,14,match_tap,228,651,259,196,1080,1043,0
39,12,14,0,0,0,0,0,0,0,0
107,12,14,0,0,0,0,0,0,0,0
107,12,14,0,0,0,0,0,0,0,0
191,12,15,0,0,0,0,0,0,0,0
0,12,15,0,0,0,0,0,0,0,0
33,12,15,0,0,0,0,0,0,0,0
33,12,15,clash_this,0,139,235,293,0,771,0
9,12,16,0,0,0,0,0,0,0,0
191,12,16,match_this,1621,622,592,1515,487,1039,0
33,12,16,0,0,0,0,0,0,0,0
33,12,16,0,0,0,0,0,0,0,0
0,12,17,0,0,0,0,0,0,0,0
57,12,17,0,0,0,0,0,0,0,0
173,12,17,clash_tap,0,458,0,146,921,1317,0
173,12,17,0,0,0,0,0,0,0,0
57,12,18,match_tap,630,363,0,263,547,976,0
57,12,18,0,0,0,0,0,0,0,0
0,12,18,0,0,0,0,0,0,0,0
173,12,18,0,0,0,0,0,0,0,0
53,12,19,0,0,0,0,0,0,0,0
53,12,19,0,0,0,0,0,0,0,0
93,12,19,0,0,0,0,0,0,0,0
93,12,19,clash_this,0,814,386,1175,473,1395,0
53,12,20,0,0,0,0,0,0,0,0
53,12,20,match_this,599,0,178,0,216,685,0
107,12,20,0,0,0,0,0,0,0,0
93,12,20,0,0,0,0,0,0,0,0
147,12,21,0,0,0,0,0,0,0,0
147,12,21,0,0,0,0,0,0,0,0
185,12,21,clash_tap,350,325,176,353,452,1274,0
185,12,21,0,0,0,0,0,0,0,0
147,12,22,match_tap,1922,862,296,803,751,1889,0
147,12,22,0,0,0,0,0,0,0,0
0,12,22,0,0,0,0,0,0,0,0
185,12,22,0,0,0,0,0,0,0,0
27,12,23,0,0,0,0,0,0,0,0
0,12,23,0,0,0,0,0,0,0,0
43,12,23,0,0,0,0,0,0,0,0
157,12,23,clash_this,665,563,0,1446,1083,1684,0
27,12,24,0,0,0,0,0,0,0,0
27,12,24,match_this,999,0,343,233,335,696,0
157,12,24,0,0,0,0,0,0,0,0
157,12,24,0,0,0,0,0,0,0,0
0,12,25,0,0,0,0,0,0,0,0
113,12,25,0,0,0,0,0,0,0,0
79,12,25,clash_tap,463,0,287,242,239,805,0
79,12,25,0,0,0,0,0,0,0,0
113,12,26,match_tap,916,335,700,729,519,1325,0
113,12,26,0,0,0,0,0,0,0,0
79,12,26,0,0,0,0,0,0,0,0
79,12,26,0,0,0,0,0,0,0,0
197,12,27,0,0,0,0,0,0,0,0
0,12,27,0,0,0,0,0,0,0,0
167,12,27,0,0,0,0,0,0,0,0
167,12,27,clash_this,516,327,265,564,583,1592,0
3,12,28,0,0,0,0,0,0,0,0
3,12,28,match_this,327,0,228,0,299,584,0
167,12,28,0,0,0,0,0,0,0,0
0,12,28,0,0,0,0,0,0,0,0
127,12,29,0,0,0,0,0,0,0,0
73,12,29,0,0,0,0,0,0,0,0
7,12,29,clash_tap,525,160,289,348,281,1732,0
7,12,29,0,0,0,0,0,0,0,0
127,12,30,match_tap,624,0,142,694,290,1322,0
127,12,30,0,0,0,0,0,0,0,0
193,12,30,0,0,0,0,0,0,0,0
7,12,30,0,0,0,0,0,0,0,0
153,12,31,0,0,0,0,0,0,0,0
153,12,31,0,0,0,0,0,0,0,0
133,12,31,0,0,0,0,0,0,0,0
133,12,31,clash_this,0,330,224,390,283,550,0
153,12,32,0,0,0,0,0,0,0,0
153,12,32,match_this,0,378,0,545,185,1447,0
133,12,32,0,0,0,0,0,0,0,0
133,12,32,0,0,0,0,0,0,0,0
0,12,33,0,0,0,0,0,0,0,0
21,12,33,0,0,0,0,0,0,0,0
177,12,33,clash_tap,445,0,356,402,0,233,0
177,12,33,0,0,0,0,0,0,0,0
21,12,34,match_tap,338,127,179,195,545,1250,0
21,12,34,0,0,0,0,0,0,0,0
0,12,34,0,0,0,0,0,0,0,0
177,12,34,0,0,0,0,0,0,0,0
73,12,35,0,0,0,0,0,0,0,0
73,12,35,0,0,0,0,0,0,0,0
121,12,35,0,0,0,0,0,0,0,0
121,12,35,clash_this,0,1037,0,551,325,1035,0
73,12,36,0,0,0,0,0,0,0,0
73,12,36,match_this,837,166,233,540,259,545,0
121,12,36,0,0,0,0,0,0,0,0
121,12,36,0,0,0,0,0,0,0,0
0,12,37,0,0,0,0,0,0,0,0
97,12,37,0,0,0,0,0,0,0,0
37,12,37,clash_tap,858,880,0,157,1195,541,0
37,12,37,0,0,0,0,0,0,0,0
97,12,38,match_tap,0,669,138,859,872,1235,0
97,12,38,0,0,0,0,0,0,0,0
0,12,38,0,0,0,0,0,0,0,0
37,12,38,0,0,0,0,0,0,0,0
87,12,39,0,0,0,0,0,0,0,0
0,12,39,0,0,0,0,0,0,0,0
63,12,39,0,0,0,0,0,0,0,0
63,12,39,clash_this,821,238,0,275,912,898,0
87,12,40,0,0,0,0,0,0,0,0
87,12,40,match_this,0,669,0,231,215,631,0
63,12,40,0,0,0,0,0,0,0,0
0,12,40,0,0,0,0,0,0,0,0
103,13,1,0,0,0,0,0,0,0,0
103,13,1,match_this,0,837,0,426,573,757,0
183,13,1,0,0,0,0,0,0,0,0
183,13,1,0,0,0,0,0,0,0,0
103,13,2,0,0,0,0,0,0,0,0
103,13,2,0,0,0,0,0,0,0,0
183,13,2,0,0,0,0,0,0,0,0
183,13,2,clash_this,743,438,0,442,232,1122,0
81,13,3,match_tap,855,862,0,582,674,437,0
81,13,3,0,0,0,0,0,0,0,0
13,13,3,0,0,0,0,0,0,0,0
13,13,3,0,0,0,0,0,0,0,0
81,13,4,0,0,0,0,0,0,0,0
81,13,4,0,0,0,0,0,0,0,0
13,13,4,clash_tap,496,562,0,656,518,1540,0
13,13,4,0,0,0,0,0,0,0,0
119,13,5,0,0,0,0,0,0,0,0
119,13,5,match_this,0,862,0,248,561,990,0
67,13,5,0,0,0,0,0,0,0,0
67,13,5,0,0,0,0,0,0,0,0
119,13,6,0,0,0,0,0,0,0,0
81,13,6,0,0,0,0,0,0,0,0
67,13,6,0,0,0,0,0,0,0,0
67,13,6,clash_this,1110,247,0,224,781,1234,0
141,13,7,match_tap,1005,483,122,624,586,595,0
141,13,7,0,0,0,0,0,0,0,0
49,13,7,0,0,0,0,0,0,0,0
49,13,7,0,0,0,0,0,0,0,0
141,13,8,0,0,0,0,0,0,0,0
141,13,8,0,0,0,0,0,0,0,0
49,13,8,clash_tap,0,617,0,453,508,873,0
49,13,8,0,0,0,0,0,0,0,0
139,13,9,0,0,0,0,0,0,0,0
139,13,9,match_this,1363,577,0,392,342,1062,0
17,13,9,0,0,0,0,0,0,0,0
17,13,9,0,0,0,0,0,0,0,0
139,13,10,0,0,0,0,0,0,0,0
139,13,10,0,0,0,0,0,0,0,0
0,13,10,0,0,0,0,0,0,0,0
17,13,10,clash_this,786,359,0,237,233,943,0
43,13,11,match_tap,0,658,180,445,447,887,0
0,13,11,0,0,0,0,0,0,0,0
197,13,11,0,0,0,0,0,0,0,0
197,13,11,0,0,0,0,0,0,0,0
43,13,12,0,0,0,0,0,0,0,0
43,13,12,0,0,0,0,0,0,0,0
197,13,12,clash_tap,825,481,0,760,486,787,0
197,13,12,0,0,0,0,0,0,0,0
0,13,13,0,0,0,0,0,0,0,0
161,13,13,match_this,980,519,0,408,487,1115,0
107,13,13,0,0,0,0,0,0,0,0
107,13,13,0,0,0,0,0,0,0,0
161,13,14,0,0,0,0,0,0,0,0
39,13,14,0,0,0,0,0,0,0,0
107,13,14,0,0,0,0,0,0,0,0
107,13,14,0,0,0,0,0,0,0,0
191,13,15,match_tap,1014,564,0,647,0,334,0
0,13,15,0,0,0,0,0,0,0,0
33,13,15,0,0,0,0,0,0,0,0
33,13,15,0,0,0,0,0,0,0,0
9,13,16,0,0,0,0,0,0,0,0
191,13,16,0,0,0,0,0,0,0,0
33,13,16,clash_tap,0,118,0,165,631,1915,0
33,13,16,0,0,0,0,0,0,0,0
0,13,17,0,0,0,0,0,0,0,0
57,13,17,match_this,302,452,0,835,537,0,0
173,13,17,0,0,0,0,0,0,0,0
173,13,17,0,0,0,0,0,0,0,0
57,13,18,0,0,0,0,0,0,0,0
57,13,18,0,0,0,0,0,0,0,0
0,13,18,0,0,0,0,0,0,0,0
173,13,18,clash_this,0,850,0,456,634,1405,0
53,13,19,match_tap,285,707,112,507,466,888,0
53,13,19,0,0,0,0,0,0,0,0
93,13,19,0,0,0,0,0,0,0,0
93,13,19,0,0,0,0,0,0,0,0
53,13,20,0,0,0,0,0,0,0,0
53,13,20,0,0,0,0,0,0,0,0
93,13,20,clash_tap,931,0,189,654,494,1611,0
93,13,20,0,0,0,0,0,0,0,0
147,13,21,0,0,0,0,0,0,0,0
147,13,21,0,0,0,0,0,0,0,0
185,13,21,0,0,0,0,0,0,0,0
185,13,21,0,0,0,0,0,0,0,0
147,13,22,0,0,0,0,0,0,0,0
147,13,22,0,0,0,0,0,0,0,0
0,13,22,0,0,0,0,0,0,0,0
185,13,22,clash_this,0,661,0,644,269,1090,0
27,13,23,match_tap,174,778,0,190,603,1839,0
0,13,23,0,0,0,0,0,0,0,0
43,13,23,0,0,0,0,0,0,0,0
157,13,23,0,0,0,0,0,0,0,0
27,13,24,0,0,0,0,0,0,0,0
27,13,24,0,0,0,0,0,0,0,0
157,13,24,clash_tap,0,694,155,182,263,231,0
157,13,24,0,0,0,0,0,0,0,0
0,13,25,0,0,0,0,0,0,0,0
113,13,25,0,0,0,0,0,0,0,0
79,13,25,0,0,0,0,0,0,0,0
79,13,25,0,0,0,0,0,0,0,0
113,13,26,0,0,0,0,0,0,0,0
113,13,26,0,0,0,0,0,0,0,0
79,13,26,0,0,0,0,0,0,0,0
79,13,26,clash_this,917,446,0,662,361,722,0
3,13,27,match_tap,678,0,218,716,408,0,0
0,13,27,0,0,0,0,0,0,0,0
167,13,27,0,0,0,0,0,0,0,0
167,13,27,0,0,0,0,0,0,0,0
3,13,28,0,0,0,0,0,0,0,0
3,13,28,0,0,0,0,0,0,0,0
167,13,28,clash_tap,0,642,0,215,463,0,0
0,13,28,0,0,0,0,0,0,0,0
127,13,29,0,0,0,0,0,0,0,0
127,13,29,match_this,0,851,198,506,647,165,0
7,13,29,0,0,0,0,0,0,0,0
7,13,29,0,0,0,0,0,0,0,0
127,13,30,0,0,0,0,0,0,0,0
127,13,30,0,0,0,0,0,0,0,0
193,13,30,0,0,0,0,0,0,0,0
7,13,30,clash_this,1011,636,0,0,389,1587,0
153,13,31,match_tap,532,440,0,573,728,814,0
153,13,31,0,0,0,0,0,0,0,0
133,13,31,0,0,0,0,0,0,0,0
133,13,31,0,0,0,0,0,0,0,0
153,13,32,0,0,0,0,0,0,0,0
153,13,32,0,0,0,0,0,0,0,0
133,13,32,clash_tap,191,324,0,263,539,1355,0
133,13,32,0,0,0,0,0,0,0,0
0,13,33,0,0,0,0,0,0,0,0
21,13,33,match_this,0,472,0,144,989,0,0
177,13,33,0,0,0,0,0,0,0,0
177,13,33,0,0,0,0,0,0,0,0
21,13,34,0,0,0,0,0,0,0,0
21,13,34,0,0,0,0,0,0,0,0
0,13,34,0,0,0,0,0,0,0,0
177,13,34,clash_this,1067,545,213,740,571,1459,0
73,13,35,match_tap,1329,723,187,709,527,596,0
73,13,35,0,0,0,0,0,0,0,0
121,13,35,0,0,0,0,0,0,0,0
121,13,35,0,0,0,0,0,0,0,0
73,13,36,0,0,0,0,0,0,0,0
73,13,36,0,0,0,0,0,0,0,0
121,13,36,clash_tap,0,722,0,432,477,1003,0
121,13,36,0,0,0,0,0,0,0,0
0,13,37,0,0,0,0,0,0,0,0
97,13,37,match_this,462,373,0,194,499,1062,0
37,13,37,0,0,0,0,0,0,0,0
37,13,37,0,0,0,0,0,0,0,0
97,13,38,0,0,0,0,0,0,0,0
97,13,38,0,0,0,0,0,0,0,0
0,13,38,0,0,0,0,0,0,0,0
37,13,38,clash_this,0,343,208,196,640,0,0
87,13,39,match_tap,0,846,174,0,731,1455,0
0,13,39,0,0,0,0,0,0,0,0
63,13,39,0,0,0,0,0,0,0,0
63,13,39,0,0,0,0,0,0,0,0
87,13,40,0,0,0,0,0,0,0,0
87,13,40,0,0,0,0,0,0,0,0
63,13,40,clash_tap,735,628,0,0,685,1376,0
0,13,40,0,0,0,0,0,0,0,0
103,14,1,0,0,0,0,0,0,0,0
103,14,1,0,0,0,0,0,0,0,0
183,14,1,0,0,0,0,0,0,0,0
183,14,1,clash_this,908,430,0,550,333,903,0
103,14,2,0,0,0,0,0,0,0,0
103,14,2,match_this,576,0,326,530,363,1142,0
183,14,2,0,0,0,0,0,0,0,0
183,14,2,0,0,0,0,0,0,0,0
81,14,3,0,0,0,0,0,0,0,0
81,14,3,0,0,0,0,0,0,0,0
13,14,3,clash_tap,1174,649,131,436,472,1507,0
13,14,3,0,0,0,0,0,0,0,0
81,14,4,match_tap,243,721,0,930,668,1205,0
81,14,4,0,0,0,0,0,0,0,0
13,14,4,0,0,0,0,0,0,0,0
13,14,4,0,0,0,0,0,0,0,0
119,14,5,0,0,0,0,0,0,0,0
119,14,5,0,0,0,0,0,0,0,0
67,14,5,0,0,0,0,0,0,0,0
67,14,5,clash_this,0,0,158,184,394,833,0
119,14,6,0,0,0,0,0,0,0,0
119,14,6,match_this,0,1105,0,453,313,1123,0
67,14,6,0,0,0,0,0,0,0,0
67,14,6,0,0,0,0,0,0,0,0
141,14,7,0,0,0,0,0,0,0,0
141,14,7,0,0,0,0,0,0,0,0
49,14,7,clash_tap,995,885,0,398,336,1742,0
49,14,7,0,0,0,0,0,0,0,0
141,14,8,match_tap,782,285,0,452,365,1905,0
141,14,8,0,0,0,0,0,0,0,0
49,14,8,0,0,0,0,0,0,0,0
49,14,8,0,0,0,0,0,0,0,0
139,14,9,0,0,0,0,0,0,0,0
139,14,9,0,0,0,0,0,0,0,0
17,14,9,0,0,0,0,0,0,0,0
17,14,9,clash_this,1169,761,0,296,390,1136,0
139,14,10,0,0,0,0,0,0,0,0
139,14,10,match_this,849,354,0,342,622,939,0
0,14,10,0,0,0,0,0,0,0,0
17,14,10,0,0,0,0,0,0,0,0
43,14,11,0,0,0,0,0,0,0,0
0,14,11,0,0,0,0,0,0,0,0
197,14,11,clash_tap,256,479,129,177,664,1060,0
197,14,11,0,0,0,0,0,0,0,0
43,14,12,match_tap,1218,282,0,456,467,1096,0
43,14,12,0,0,0,0,0,0,0,0
197,14,12,0,0,0,0,0,0,0,0
197,14,12,0,0,0,0,0,0,0,0
0,14,13,0,0,0,0,0,0,0,0
161,14,13,0,0,0,0,0,0,0,0
107,14,13,0,0,0,0,0,0,0,0
107,14,13,clash_this,0,480,0,1065,328,1584,0
161,14,14,0,0,0,0,0,0,0,0
161,14,14,match_this,756,386,241,382,367,1101,0
107,14,14,0,0,0,0,0,0,0,0
107,14,14,0,0,0,0,0,0,0,0
191,14,15,0,0,0,0,0,0,0,0
0,14,15,0,0,0,0,0,0,0,0
33,14,15,clash_tap,437,0,190,451,0,1424,0
33,14,15,0,0,0,0,0,0,0,0
191,14,16,match_tap,0,474,0,432,197,1362,0
191,14,16,0,0,0,0,0,0,0,0
33,14,16,0,0,0,0,0,0,0,0
33,14,16,0,0,0,0,0,0,0,0
0,14,17,0,0,0,0,0,0,0,0
57,14,17,0,0,0,0,0,0,0,0
173,14,17,0,0,0,0,0,0,0,0
173,14,17,clash_this,846,599,0,867,674,1212,0
57,14,18,0,0,0,0,0,0,0,0
57,14,18,match_this,0,0,0,392,688,1407,0
0,14,18,0,0,0,0,0,0,0,0
173,14,18,0,0,0,0,0,0,0,0
53,14,19,0,0,0,0,0,0,0,0
53,14,19,0,0,0,0,0,0,0,0
93,14,19,clash_tap,711,0,149,450,342,732,0
93,14,19,0,0,0,0,0,0,0,0
53,14,20,match_tap,0,0,169,326,349,1153,0
53,14,20,0,0,0,0,0,0,0,0
93,14,20,0,0,0,0,0,0,0,0
93,14,20,0,0,0,0,0,0,0,0
147,14,21,0,0,0,0,0,0,0,0
147,14,21,0,0,0,0,0,0,0,0
185,14,21,0,0,0,0,0,0,0,0
185,14,21,clash_this,0,344,200,559,764,787,0
147,14,22,0,0,0,0,0,0,0,0
147,14,22,match_this,1371,542,177,853,668,947,0
0,14,22,0,0,0,0,0,0,0,0
185,14,22,0,0,0,0,0,0,0,0
27,14,23,0,0,0,0,0,0,0,0
0,14,23,0,0,0,0,0,0,0,0
157,14,23,clash_tap,984,444,200,537,438,397,0
157,14,23,0,0,0,0,0,0,0,0
27,14,24,match_tap,330,317,0,134,666,0,0
27,14,24,0,0,0,0,0,0,0,0
157,14,24,0,0,0,0,0,0,0,0
157,14,24,0,0,0,0,0,0,0,0
0,14,25,0,0,0,0,0,0,0,0
113,14,25,0,0,0,0,0,0,0,0
79,14,25,0,0,0,0,0,0,0,0
79,14,25,clash_this,0,353,242,591,380,905,0
113,14,26,0,0,0,0,0,0,0,0
113,14,26,match_this,1070,348,154,434,549,396,0
79,14,26,0,0,0,0,0,0,0,0
79,14,26,0,0,0,0,0,0,0,0
3,14,27,0,0,0,0,0,0,0,0
0,14,27,0,0,0,0,0,0,0,0
167,14,27,clash_tap,953,0,0,159,416,1087,0
167,14,27,0,0,0,0,0,0,0,0
3,14,28,match_tap,996,0,82,962,439,1449,0
3,14,28,0,0,0,0,0,0,0,0
167,14,28,0,0,0,0,0,0,0,0
0,14,28,0,0,0,0,0,0,0,0
127,14,29,0,0,0,0,0,0,0,0
127,14,29,0,0,0,0,0,0,0,0
7,14,29,0,0,0,0,0,0,0,0
7,14,29,clash_this,1075,818,154,441,410,1849,0
