seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
183,33,9,0,0,0,0,0,0,0,0
61,33,10,0,0,0,0,0,0,0,0
61,33,10,0,0,0,0,0,0,0,0
0,33,10,0,0,0,0,0,0,0,0
17,33,10,clash_this,843,915,146,1854,0,352,0
43,33,11,match_tap,0,0,0,293,493,1182,0
0,33,11,0,0,0,0,0,0,0,0
3,33,11,0,0,0,0,0,0,0,0
3,33,11,0,0,0,0,0,0,0,0
157,33,12,0,0,0,0,0,0,0,0
157,33,12,0,0,0,0,0,0,0,0
3,33,12,0,0,0,0,0,0,0,0
197,33,12,clash_this,239,124,0,387,1215,0,0
0,33,13,0,0,0,0,0,0,0,0
161,33,13,match_this,0,829,345,669,1270,0,0
93,33,13,0,0,0,0,0,0,0,0
93,33,13,0,0,0,0,0,0,0,0
39,33,14,0,0,0,0,0,0,0,0
39,33,14,0,0,0,0,0,0,0,0
107,33,14,clash_tap,0,0,477,774,694,0,0
93,33,14,0,0,0,0,0,0,0,0
191,33,15,match_tap,0,1072,123,1228,1404,1762,0
0,33,15,0,0,0,0,0,0,0,0
167,33,15,0,0,0,0,0,0,0,0
167,33,15,0,0,0,0,0,0,0,0
9,33,16,0,0,0,0,0,0,0,0
9,33,16,0,0,0,0,0,0,0,0
33,33,16,0,0,0,0,0,0,0,0
33,33,16,clash_this,0,484,0,726,408,1386,0
0,33,17,0,0,0,0,0,0,0,0
57,33,17,match_this,0,151,0,541,353,315,0
27,33,17,0,0,0,0,0,0,0,0
27,33,17,0,0,0,0,0,0,0,0
143,33,18,0,0,0,0,0,0,0,0
143,33,18,0,0,0,0,0,0,0,0
0,33,18,0,0,0,0,0,0,0,0
173,33,18,clash_this,0,0,0,0,0,0,0
147,33,19,0,0,0,0,0,0,0,0
53,33,19,match_this,0,347,0,482,999,0,0
107,33,19,0,0,0,0,0,0,0,0
107,33,19,0,0,0,0,0,0,0,0
147,33,20,0,0,0,0,0,0,0,0
147,33,20,0,0,0,0,0,0,0,0
93,33,20,0,0,0,0,0,0,0,0
93,33,20,clash_this,0,540,196,607,651,1043,0
53,33,21,0,0,0,0,0,0,0,0
53,33,21,0,0,0,0,0,0,0,0
15,33,21,0,0,0,0,0,0,0,0
185,33,21,0,0,0,0,0,0,0,0
53,33,22,0,0,0,0,0,0,0,0
53,33,22,0,0,0,0,0,0,0,0
0,33,22,0,0,0,0,0,0,0,0
185,33,22,clash_this,0,0,0,102,1205,635,0
27,33,23,match_tap,0,0,0,0,1132,0,0
0,33,23,0,0,0,0,0,0,0,0
43,33,23,0,0,0,0,0,0,0,0
43,33,23,0,0,0,0,0,0,0,0
173,33,24,0,0,0,0,0,0,0,0
173,33,24,0,0,0,0,0,0,0,0
43,33,24,0,0,0,0,0,0,0,0
157,33,24,clash_this,171,468,0,109,538,239,0
0,33,25,0,0,0,0,0,0,0,0
113,33,25,match_this,1294,256,241,1779,963,1608,0
79,33,25,0,0,0,0,0,0,0,0
121,33,25,0,0,0,0,0,0,0,0
87,33,26,0,0,0,0,0,0,0,0
87,33,26,0,0,0,0,0,0,0,0
79,33,26,clash_tap,1553,116,277,1398,626,137,0
121,33,26,0,0,0,0,0,0,0,0
3,33,27,match_tap,1766,1227,826,1339,1444,0,0
0,33,27,0,0,0,0,0,0,0,0
167,33,27,0,0,0,0,0,0,0,0
33,33,27,0,0,0,0,0,0,0,0
197,33,28,0,0,0,0,0,0,0,0
197,33,28,0,0,0,0,0,0,0,0
167,33,28,clash_tap,148,484,0,249,0,295,0
0,33,28,0,0,0,0,0,0,0,0
127,33,29,match_tap,0,1099,0,1228,892,0,0
73,33,29,0,0,0,0,0,0,0,0
193,33,29,0,0,0,0,0,0,0,0
193,33,29,0,0,0,0,0,0,0,0
73,33,30,0,0,0,0,0,0,0,0
73,33,30,0,0,0,0,0,0,0,0
7,33,30,clash_tap,0,1386,0,1531,1197,0,0
193,33,30,0,0,0,0,0,0,0,0
47,33,31,0,0,0,0,0,0,0,0
153,33,31,match_this,0,449,0,1083,1875,583,0
67,33,31,0,0,0,0,0,0,0,0
67,33,31,0,0,0,0,0,0,0,0
47,33,32,0,0,0,0,0,0,0,0
47,33,32,0,0,0,0,0,0,0,0
67,33,32,0,0,0,0,0,0,0,0
133,33,32,clash_this,138,937,257,1483,1514,0,288
0,33,33,0,0,0,0,0,0,0,0
21,33,33,match_this,0,171,0,925,617,377,0
23,33,33,0,0,0,0,0,0,0,0
23,33,33,0,0,0,0,0,0,0,0
179,33,34,0,0,0,0,0,0,0,0
179,33,34,0,0,0,0,0,0,0,0
0,33,34,0,0,0,0,0,0,0,0
177,33,34,clash_this,154,612,130,309,389,509,0
127,33,35,0,0,0,0,0,0,0,0
73,33,35,match_this,550,168,0,136,398,1515,0
79,33,35,0,0,0,0,0,0,0,0
79,33,35,0,0,0,0,0,0,0,0
127,33,36,0,0,0,0,0,0,0,0
73,33,36,0,0,0,0,0,0,0,0
79,33,36,0,0,0,0,0,0,0,0
79,33,36,0,0,0,0,0,0,0,0
0,33,37,0,0,0,0,0,0,0,0
97,33,37,match_this,0,767,252,1323,1046,1600,0
163,33,37,0,0,0,0,0,0,0,0
163,33,37,0,0,0,0,0,0,0,0
103,33,38,0,0,0,0,0,0,0,0
103,33,38,0,0,0,0,0,0,0,0
0,33,38,0,0,0,0,0,0,0,0
37,33,38,clash_this,0,546,0,601,210,157,0
113,33,39,0,0,0,0,0,0,0,0
0,33,39,0,0,0,0,0,0,0,0
137,33,39,0,0,0,0,0,0,0,0
137,33,39,0,0,0,0,0,0,0,0
113,33,40,0,0,0,0,0,0,0,0
113,33,40,0,0,0,0,0,0,0,0
63,33,40,clash_tap,0,1496,326,915,1381,1920,0
0,33,40,0,0,0,0,0,0,0,0
103,34,1,0,0,0,0,0,0,0,0
103,34,1,match_this,0,1587,303,1471,0,1533,0
17,34,1,0,0,0,0,0,0,0,0
17,34,1,0,0,0,0,0,0,0,0
103,34,2,0,0,0,0,0,0,0,0
97,34,2,0,0,0,0,0,0,0,0
183,34,2,0,0,0,0,0,0,0,0
183,34,2,clash_this,634,0,172,242,822,309,0
81,34,3,match_tap,1748,740,401,450,187,1535,0
81,34,3,0,0,0,0,0,0,0,0
187,34,3,0,0,0,0,0,0,0,0
187,34,3,0,0,0,0,0,0,0,0
119,34,4,0,0,0,0,0,0,0,0
119,34,4,0,0,0,0,0,0,0,0
13,34,4,clash_tap,921,772,466,395,349,563,0
13,34,4,0,0,0,0,0,0,0,0
119,34,5,0,0,0,0,0,0,0,0
119,34,5,match_this,1309,0,1132,0,1117,1446,0
133,34,5,0,0,0,0,0,0,0,0
133,34,5,0,0,0,0,0,0,0,0
81,34,6,0,0,0,0,0,0,0,0
81,34,6,0,0,0,0,0,0,0,0
67,34,6,0,0,0,0,0,0,0,0
67,34,6,clash_this,1658,927,502,1566,1088,1768,0
141,34,7,match_tap,0,1076,371,508,784,0,0
141,34,7,0,0,0,0,0,0,0,0
151,34,7,0,0,0,0,0,0,0,0
151,34,7,0,0,0,0,0,0,0,0
59,34,8,0,0,0,0,0,0,0,0
59,34,8,0,0,0,0,0,0,0,0
49,34,8,clash_tap,0,1149,772,675,1150,0,0
49,34,8,0,0,0,0,0,0,0,0
139,34,9,0,0,0,0,0,0,0,0
139,34,9,match_this,1857,1321,219,0,1378,1426,0
183,34,9,0,0,0,0,0,0,0,0
183,34,9,0,0,0,0,0,0,0,0
61,34,10,0,0,0,0,0,0,0,0
61,34,10,0,0,0,0,0,0,0,0
0,34,10,0,0,0,0,0,0,0,0
17,34,10,clash_this,1160,0,338,283,256,612,0
43,34,11,match_tap,1985,1243,0,420,337,622,0
0,34,11,0,0,0,0,0,0,0,0
3,34,11,0,0,0,0,0,0,0,0
3,34,11,0,0,0,0,0,0,0,0
157,34,12,0,0,0,0,0,0,0,0
157,34,12,0,0,0,0,0,0,0,0
197,34,12,clash_tap,380,0,189,916,126,1565,0
197,34,12,0,0,0,0,0,0,0,0
0,34,13,0,0,0,0,0,0,0,0
161,34,13,match_this,1055,830,383,453,409,1121,0
93,34,13,0,0,0,0,0,0,0,0
93,34,13,0,0,0,0,0,0,0,0
39,34,14,0,0,0,0,0,0,0,0
39,34,14,0,0,0,0,0,0,0,0
107,34,14,0,0,0,0,0,0,0,0
107,34,14,clash_this,1068,1325,572,977,1425,1640,0
191,34,15,match_tap,0,317,206,449,633,1418,0
0,34,15,0,0,0,0,0,0,0,0
167,34,15,0,0,0,0,0,0,0,0
167,34,15,0,0,0,0,0,0,0,0
9,34,16,0,0,0,0,0,0,0,0
9,34,16,0,0,0,0,0,0,0,0
33,34,16,clash_tap,576,931,0,658,723,737,0
33,34,16,0,0,0,0,0,0,0,0
0,34,17,0,0,0,0,0,0,0,0
57,34,17,match_this,0,1001,0,240,1476,1493,0
27,34,17,0,0,0,0,0,0,0,0
27,34,17,0,0,0,0,0,0,0,0
143,34,18,0,0,0,0,0,0,0,0
143,34,18,0,0,0,0,0,0,0,0
0,34,18,0,0,0,0,0,0,0,0
173,34,18,clash_this,507,921,0,1149,1020,1022,0
53,34,19,match_tap,1064,764,405,757,227,1720,0
53,34,19,0,0,0,0,0,0,0,0
107,34,19,0,0,0,0,0,0,0,0
107,34,19,0,0,0,0,0,0,0,0
147,34,20,0,0,0,0,0,0,0,0
147,34,20,0,0,0,0,0,0,0,0
93,34,20,clash_tap,407,352,419,597,862,0,0
93,34,20,0,0,0,0,0,0,0,0
53,34,21,0,0,0,0,0,0,0,0
147,34,21,match_this,1416,1035,846,1361,1707,1115,0
15,34,21,0,0,0,0,0,0,0,0
185,34,21,0,0,0,0,0,0,0,0
53,34,22,0,0,0,0,0,0,0,0
53,34,22,0,0,0,0,0,0,0,0
0,34,22,0,0,0,0,0,0,0,0
185,34,22,clash_this,1207,1825,0,874,646,941,0
27,34,23,match_tap,939,600,0,432,583,0,0
0,34,23,0,0,0,0,0,0,0,0
43,34,23,0,0,0,0,0,0,0,0
43,34,23,0,0,0,0,0,0,0,0
173,34,24,0,0,0,0,0,0,0,0
173,34,24,0,0,0,0,0,0,0,0
157,34,24,clash_tap,1228,609,740,1073,1156,143,0
157,34,24,0,0,0,0,0,0,0,0
0,34,25,0,0,0,0,0,0,0,0
113,34,25,match_this,0,0,625,686,1381,0,0
79,34,25,0,0,0,0,0,0,0,0
121,34,25,0,0,0,0,0,0,0,0
87,34,26,0,0,0,0,0,0,0,0
87,34,26,0,0,0,0,0,0,0,0
79,34,26,0,0,0,0,0,0,0,0
79,34,26,clash_this,0,1047,245,0,1227,0,0
3,34,27,match_tap,966,628,486,361,864,1600,0
0,34,27,0,0,0,0,0,0,0,0
167,34,27,0,0,0,0,0,0,0,0
33,34,27,0,0,0,0,0,0,0,0
197,34,28,0,0,0,0,0,0,0,0
197,34,28,0,0,0,0,0,0,0,0
167,34,28,clash_tap,591,1682,0,700,1088,1671,0
0,34,28,0,0,0,0,0,0,0,0
127,34,29,0,0,0,0,0,0,0,0
127,34,29,match_this,1753,744,1126,385,252,239,0
193,34,29,0,0,0,0,0,0,0,0
193,34,29,0,0,0,0,0,0,0,0
73,34,30,0,0,0,0,0,0,0,0
73,34,30,0,0,0,0,0,0,0,0
7,34,30,0,0,0,0,0,0,0,0
7,34,30,clash_this,337,1025,0,466,539,1670,0
153,34,31,match_tap,749,681,116,964,1006,0,0
153,34,31,0,0,0,0,0,0,0,0
67,34,31,0,0,0,0,0,0,0,0
67,34,31,0,0,0,0,0,0,0,0
47,34,32,0,0,0,0,0,0,0,0
47,34,32,0,0,0,0,0,0,0,0
133,34,32,clash_tap,538,0,237,195,616,1785,0
133,34,32,0,0,0,0,0,0,0,0
0,34,33,0,0,0,0,0,0,0,0
21,34,33,match_this,154,385,628,591,628,0,0
23,34,33,0,0,0,0,0,0,0,0
23,34,33,0,0,0,0,0,0,0,0
179,34,34,0,0,0,0,0,0,0,0
179,34,34,0,0,0,0,0,0,0,0
0,34,34,0,0,0,0,0,0,0,0
177,34,34,clash_this,0,399,257,453,0,1173,0
73,34,35,match_tap,0,672,923,621,270,177,0
73,34,35,0,0,0,0,0,0,0,0
79,34,35,0,0,0,0,0,0,0,0
79,34,35,0,0,0,0,0,0,0,0
127,34,36,0,0,0,0,0,0,0,0
73,34,36,0,0,0,0,0,0,0,0
121,34,36,clash_tap,1341,954,610,1013,870,0,0
79,34,36,0,0,0,0,0,0,0,0
0,34,37,0,0,0,0,0,0,0,0
97,34,37,match_this,1071,496,0,1084,1509,1128,0
163,34,37,0,0,0,0,0,0,0,0
163,34,37,0,0,0,0,0,0,0,0
103,34,38,0,0,0,0,0,0,0,0
103,34,38,0,0,0,0,0,0,0,0
0,34,38,0,0,0,0,0,0,0,0
37,34,38,clash_this,784,0,131,229,296,889,0
87,34,39,match_tap,1196,0,235,1014,1049,1740,0
0,34,39,0,0,0,0,0,0,0,0
137,34,39,0,0,0,0,0,0,0,0
137,34,39,0,0,0,0,0,0,0,0
113,34,40,0,0,0,0,0,0,0,0
113,34,40,0,0,0,0,0,0,0,0
63,34,40,clash_tap,1266,1567,0,1272,1267,1785,0
0,34,40,0,0,0,0,0,0,0,0
103,35,1,0,0,0,0,0,0,0,0
103,35,1,0,0,0,0,0,0,0,0
17,35,1,0,0,0,0,0,0,0,0
183,35,1,clash_this,217,378,188,948,657,1439,0
103,35,2,0,0,0,0,0,0,0,0
97,35,2,0,0,0,0,0,0,0,0
183,35,2,0,0,0,0,0,0,0,0
183,35,2,0,0,0,0,0,0,0,0
81,35,3,0,0,0,0,0,0,0,0
81,35,3,0,0,0,0,0,0,0,0
13,35,3,clash_tap,0,231,0,160,479,1967,0
187,35,3,0,0,0,0,0,0,0,0
81,35,4,match_tap,239,542,0,1109,725,1616,0
119,35,4,0,0,0,0,0,0,0,0
13,35,4,0,0,0,0,0,0,0,0
13,35,4,0,0,0,0,0,0,0,0
119,35,5,0,0,0,0,0,0,0,0
119,35,5,0,0,0,0,0,0,0,0
133,35,5,0,0,0,0,0,0,0,0
67,35,5,clash_this,220,494,458,465,538,1449,0
81,35,6,0,0,0,0,0,0,0,0
81,35,6,0,0,0,0,0,0,0,0
67,35,6,0,0,0,0,0,0,0,0
67,35,6,0,0,0,0,0,0,0,0
141,35,7,0,0,0,0,0,0,0,0
141,35,7,0,0,0,0,0,0,0,0
49,35,7,clash_tap,410,378,259,408,403,1853,0
151,35,7,0,0,0,0,0,0,0,0
141,35,8,match_tap,233,551,290,285,487,1439,0
59,35,8,0,0,0,0,0,0,0,0
49,35,8,0,0,0,0,0,0,0,0
49,35,8,0,0,0,0,0,0,0,0
139,35,9,0,0,0,0,0,0,0,0
139,35,9,0,0,0,0,0,0,0,0
183,35,9,0,0,0,0,0,0,0,0
17,35,9,clash_this,0,499,227,488,998,1875,0
61,35,10,0,0,0,0,0,0,0,0
139,35,10,match_this,0,429,263,646,660,0,0
0,35,10,0,0,0,0,0,0,0,0
17,35,10,0,0,0,0,0,0,0,0
43,35,11,0,0,0,0,0,0,0,0
0,35,11,0,0,0,0,0,0,0,0
197,35,11,clash_tap,212,276,314,198,813,1110,0
3,35,11,0,0,0,0,0,0,0,0
157,35,12,0,0,0,0,0,0,0,0
157,35,12,0,0,0,0,0,0,0,0
197,35,12,0,0,0,0,0,0,0,0
197,35,12,0,0,0,0,0,0,0,0
0,35,13,0,0,0,0,0,0,0,0
161,35,13,0,0,0,0,0,0,0,0
93,35,13,0,0,0,0,0,0,0,0
107,35,13,clash_this,223,307,0,577,530,1293,271
39,35,14,0,0,0,0,0,0,0,0
161,35,14,match_this,0,1365,554,473,570,0,0
107,35,14,0,0,0,0,0,0,0,0
107,35,14,0,0,0,0,0,0,0,0
191,35,15,0,0,0,0,0,0,0,0
0,35,15,0,0,0,0,0,0,0,0
33,35,15,clash_tap,307,735,0,666,396,670,0
167,35,15,0,0,0,0,0,0,0,0
191,35,16,match_tap,1298,330,151,418,531,290,0
9,35,16,0,0,0,0,0,0,0,0
33,35,16,0,0,0,0,0,0,0,0
33,35,16,0,0,0,0,0,0,0,0
0,35,17,0,0,0,0,0,0,0,0
57,35,17,0,0,0,0,0,0,0,0
27,35,17,0,0,0,0,0,0,0,0
173,35,17,clash_this,227,635,0,436,1028,1417,0
143,35,18,0,0,0,0,0,0,0,0
57,35,18,match_this,702,388,247,526,455,1289,0
0,35,18,0,0,0,0,0,0,0,0
173,35,18,0,0,0,0,0,0,0,0
53,35,19,0,0,0,0,0,0,0,0
53,35,19,0,0,0,0,0,0,0,0
93,35,19,clash_tap,253,318,91,783,569,1685,0
107,35,19,0,0,0,0,0,0,0,0
53,35,20,match_tap,337,156,141,785,773,1238,0
147,35,20,0,0,0,0,0,0,0,0
93,35,20,0,0,0,0,0,0,0,0
93,35,20,0,0,0,0,0,0,0,0
53,35,21,0,0,0,0,0,0,0,0
147,35,21,0,0,0,0,0,0,0,0
15,35,21,0,0,0,0,0,0,0,0
185,35,21,clash_this,340,475,331,744,665,1327,0
53,35,22,0,0,0,0,0,0,0,0
147,35,22,match_this,0,1518,0,465,1210,1816,0
0,35,22,0,0,0,0,0,0,0,0
185,35,22,0,0,0,0,0,0,0,0
27,35,23,0,0,0,0,0,0,0,0
0,35,23,0,0,0,0,0,0,0,0
157,35,23,clash_tap,235,750,0,715,576,0,0
43,35,23,0,0,0,0,0,0,0,0
27,35,24,match_tap,0,464,160,146,138,1269,0
173,35,24,0,0,0,0,0,0,0,0
157,35,24,0,0,0,0,0,0,0,0
157,35,24,0,0,0,0,0,0,0,0
0,35,25,0,0,0,0,0,0,0,0
113,35,25,0,0,0,0,0,0,0,0
79,35,25,0,0,0,0,0,0,0,0
79,35,25,clash_this,242,748,139,462,786,203,0
87,35,26,0,0,0,0,0,0,0,0
113,35,26,match_this,248,412,145,490,410,965,0
79,35,26,0,0,0,0,0,0,0,0
79,35,26,0,0,0,0,0,0,0,0
3,35,27,0,0,0,0,0,0,0,0
0,35,27,0,0,0,0,0,0,0,0
167,35,27,clash_tap,306,526,245,356,439,1378,0
33,35,27,0,0,0,0,0,0,0,0
197,35,28,0,0,0,0,0,0,0,0
197,35,28,0,0,0,0,0,0,0,0
167,35,28,0,0,0,0,0,0,0,0
0,35,28,0,0,0,0,0,0,0,0
127,35,29,0,0,0,0,0,0,0,0
127,35,29,0,0,0,0,0,0,0,0
193,35,29,0,0,0,0,0,0,0,0
7,35,29,clash_this,0,770,219,563,859,657,0
73,35,30,0,0,0,0,0,0,0,0
127,35,30,match_this,567,174,175,244,447,650,0
7,35,30,0,0,0,0,0,0,0,0
7,35,30,0,0,0,0,0,0,0,0
153,35,31,0,0,0,0,0,0,0,0
153,35,31,0,0,0,0,0,0,0,0
133,35,31,clash_tap,260,305,94,724,309,713,0
67,35,31,0,0,0,0,0,0,0,0
153,35,32,match_tap,232,724,0,714,249,1510,0
47,35,32,0,0,0,0,0,0,0,0
133,35,32,0,0,0,0,0,0,0,0
133,35,32,0,0,0,0,0,0,0,0
0,35,33,0,0,0,0,0,0,0,0
21,35,33,0,0,0,0,0,0,0,0
23,35,33,0,0,0,0,0,0,0,0
177,35,33,clash_this,221,321,218,571,917,1476,0
179,35,34,0,0,0,0,0,0,0,0
21,35,34,match_this,0,414,168,373,831,1044,0
0,35,34,0,0,0,0,0,0,0,0
177,35,34,0,0,0,0,0,0,0,0
73,35,35,0,0,0,0,0,0,0,0
73,35,35,0,0,0,0,0,0,0,0
121,35,35,clash_tap,0,208,0,491,752,1520,0
79,35,35,0,0,0,0,0,0,0,0
73,35,36,match_tap,448,821,142,601,512,1655,0
73,35,36,0,0,0,0,0,0,0,0
121,35,36,0,0,0,0,0,0,0,0
79,35,36,0,0,0,0,0,0,0,0
0,35,37,0,0,0,0,0,0,0,0
97,35,37,0,0,0,0,0,0,0,0
163,35,37,0,0,0,0,0,0,0,0
37,35,37,clash_this,262,707,0,432,616,1114,0
103,35,38,0,0,0,0,0,0,0,0
97,35,38,match_this,612,546,0,850,446,1274,0
0,35,38,0,0,0,0,0,0,0,0
37,35,38,0,0,0,0,0,0,0,0
87,35,39,0,0,0,0,0,0,0,0
0,35,39,0,0,0,0,0,0,0,0
63,35,39,clash_tap,0,266,0,142,384,147,0
137,35,39,0,0,0,0,0,0,0,0
87,35,40,match_tap,0,1421,246,696,442,1064,0
113,35,40,0,0,0,0,0,0,0,0
63,35,40,0,0,0,0,0,0,0,0
0,35,40,0,0,0,0,0,0,0,0
103,36,1,0,0,0,0,0,0,0,0
103,36,1,0,0,0,0,0,0,0,0
17,36,1,0,0,0,0,0,0,0,0
183,36,1,0,0,0,0,0,0,0,0
97,36,2,match_tap,133,639,211,711,677,1295,0
97,36,2,0,0,0,0,0,0,0,0
183,36,2,0,0,0,0,0,0,0,0
183,36,2,0,0,0,0,0,0,0,0
81,36,3,0,0,0,0,0,0,0,0
81,36,3,0,0,0,0,0,0,0,0
13,36,3,0,0,0,0,0,0,0,0
187,36,3,clash_this,890,802,0,318,532,515,0
81,36,4,0,0,0,0,0,0,0,0
119,36,4,match_this,893,1069,0,643,587,1176,0
13,36,4,0,0,0,0,0,0,0,0
13,36,4,0,0,0,0,0,0,0,0
119,36,5,0,0,0,0,0,0,0,0
119,36,5,0,0,0,0,0,0,0,0
133,36,5,clash_tap,689,665,0,601,1408,741,0
67,36,5,0,0,0,0,0,0,0,0
81,36,6,match_tap,735,977,101,594,524,1668,0
81,36,6,0,0,0,0,0,0,0,0
67,36,6,0,0,0,0,0,0,0,0
67,36,6,0,0,0,0,0,0,0,0
141,36,7,0,0,0,0,0,0,0,0
141,36,7,0,0,0,0,0,0,0,0
49,36,7,0,0,0,0,0,0,0,0
151,36,7,clash_this,106,1080,0,586,406,1160,0
141,36,8,0,0,0,0,0,0,0,0
59,36,8,0,0,0,0,0,0,0,0
49,36,8,0,0,0,0,0,0,0,0
49,36,8,0,0,0,0,0,0,0,0
139,36,9,0,0,0,0,0,0,0,0
139,36,9,0,0,0,0,0,0,0,0
183,36,9,clash_tap,1414,618,0,824,285,781,0
17,36,9,0,0,0,0,0,0,0,0
61,36,10,match_tap,1019,370,251,382,390,297,0
139,36,10,0,0,0,0,0,0,0,0
0,36,10,0,0,0,0,0,0,0,0
17,36,10,0,0,0,0,0,0,0,0
43,36,11,0,0,0,0,0,0,0,0
0,36,11,0,0,0,0,0,0,0,0
197,36,11,0,0,0,0,0,0,0,0
3,36,11,clash_this,1705,124,0,542,625,902,0
157,36,12,0,0,0,0,0,0,0,0
157,36,12,match_this,977,997,0,585,707,891,0
197,36,12,0,0,0,0,0,0,0,0
197,36,12,0,0,0,0,0,0,0,0
0,36,13,0,0,0,0,0,0,0,0
161,36,13,0,0,0,0,0,0,0,0
93,36,13,clash_tap,757,1834,171,1220,308,408,0
107,36,13,0,0,0,0,0,0,0,0
39,36,14,match_tap,0,782,228,730,858,1272,0
161,36,14,0,0,0,0,0,0,0,0
107,36,14,0,0,0,0,0,0,0,0
107,36,14,0,0,0,0,0,0,0,0
191,36,15,0,0,0,0,0,0,0,0
0,36,15,0,0,0,0,0,0,0,0
33,36,15,0,0,0,0,0,0,0,0
167,36,15,clash_this,135,186,0,103,546,857,0
191,36,16,0,0,0,0,0,0,0,0
9,36,16,match_this,1984,1192,223,716,876,1093,0
33,36,16,0,0,0,0,0,0,0,0
33,36,16,0,0,0,0,0,0,0,0
0,36,17,0,0,0,0,0,0,0,0
57,36,17,0,0,0,0,0,0,0,0
27,36,17,clash_tap,0,1729,0,203,977,1253,0
173,36,17,0,0,0,0,0,0,0,0
143,36,18,match_tap,301,171,0,388,524,657,0
57,36,18,0,0,0,0,0,0,0,0
0,36,18,0,0,0,0,0,0,0,0
173,36,18,0,0,0,0,0,0,0,0
53,36,19,0,0,0,0,0,0,0,0
53,36,19,0,0,0,0,0,0,0,0
93,36,19,0,0,0,0,0,0,0,0
107,36,19,clash_this,1935,0,272,586,523,883,0
53,36,20,0,0,0,0,0,0,0,0
147,36,20,match_this,0,0,0,121,419,270,0
93,36,20,0,0,0,0,0,0,0,0
93,36,20,0,0,0,0,0,0,0,0
53,36,21,0,0,0,0,0,0,0,0
147,36,21,0,0,0,0,0,0,0,0
15,36,21,clash_tap,1411,820,152,478,453,1173,0
185,36,21,0,0,0,0,0,0,0,0
53,36,22,match_tap,1527,918,126,1073,728,879,0
147,36,22,0,0,0,0,0,0,0,0
0,36,22,0,0,0,0,0,0,0,0
185,36,22,0,0,0,0,0,0,0,0
27,36,23,0,0,0,0,0,0,0,0
0,36,23,0,0,0,0,0,0,0,0
157,36,23,0,0,0,0,0,0,0,0
43,36,23,clash_this,1409,171,231,803,1607,1912,0
27,36,24,0,0,0,0,0,0,0,0
173,36,24,match_this,800,826,146,822,490,570,0
157,36,24,0,0,0,0,0,0,0,0
157,36,24,0,0,0,0,0,0,0,0
0,36,25,0,0,0,0,0,0,0,0
113,36,25,0,0,0,0,0,0,0,0
121,36,25,clash_tap,1454,754,148,236,555,988,0
79,36,25,0,0,0,0,0,0,0,0
87,36,26,match_tap,855,599,250,650,486,574,0
113,36,26,0,0,0,0,0,0,0,0
79,36,26,0,0,0,0,0,0,0,0
79,36,26,0,0,0,0,0,0,0,0
3,36,27,0,0,0,0,0,0,0,0
0,36,27,0,0,0,0,0,0,0,0
167,36,27,0,0,0,0,0,0,0,0
33,36,27,clash_this,0,1992,250,606,1042,784,0
197,36,28,0,0,0,0,0,0,0,0
197,36,28,match_this,104,563,0,468,475,508,0
167,36,28,0,0,0,0,0,0,0,0
0,36,28,0,0,0,0,0,0,0,0
127,36,29,0,0,0,0,0,0,0,0
127,36,29,0,0,0,0,0,0,0,0
193,36,29,clash_tap,114,507,136,648,349,474,0
7,36,29,0,0,0,0,0,0,0,0
73,36,30,match_tap,726,1052,0,654,762,779,0
127,36,30,0,0,0,0,0,0,0,0
7,36,30,0,0,0,0,0,0,0,0
7,36,30,0,0,0,0,0,0,0,0
153,36,31,0,0,0,0,0,0,0,0
153,36,31,0,0,0,0,0,0,0,0
133,36,31,0,0,0,0,0,0,0,0
67,36,31,clash_this,1837,823,154,710,587,467,0
153,36,32,0,0,0,0,0,0,0,0
47,36,32,match_this,0,540,153,386,786,968,0
133,36,32,0,0,0,0,0,0,0,0
133,36,32,0,0,0,0,0,0,0,0
0,36,33,0,0,0,0,0,0,0,0
21,36,33,0,0,0,0,0,0,0,0
23,36,33,clash_tap,0,722,295,746,446,1801,0
177,36,33,0,0,0,0,0,0,0,0
179,36,34,match_tap,98,729,156,658,459,382,0
21,36,34,0,0,0,0,0,0,0,0
0,36,34,0,0,0,0,0,0,0,0
177,36,34,0,0,0,0,0,0,0,0
73,36,35,0,0,0,0,0,0,0,0
73,36,35,0,0,0,0,0,0,0,0
121,36,35,0,0,0,0,0,0,0,0
79,36,35,clash_this,869,638,250,924,476,721,0
73,36,36,0,0,0,0,0,0,0,0
127,36,36,match_this,189,481,222,457,465,765,0
121,36,36,0,0,0,0,0,0,0,0
79,36,36,0,0,0,0,0,0,0,0
0,36,37,0,0,0,0,0,0,0,0
97,36,37,0,0,0,0,0,0,0,0
163,36,37,clash_tap,0,533,0,281,662,777,0
37,36,37,0,0,0,0,0,0,0,0
103,36,38,match_tap,0,0,0,0,0,256,0
97,36,38,0,0,0,0,0,0,0,0
0,36,38,0,0,0,0,0,0,0,0
37,36,38,0,0,0,0,0,0,0,0
87,36,39,0,0,0,0,0,0,0,0
0,36,39,0,0,0,0,0,0,0,0
63,36,39,0,0,0,0,0,0,0,0
137,36,39,clash_this,124,142,199,471,808,910,0
87,36,40,0,0,0,0,0,0,0,0
113,36,40,match_this,0,1219,0,426,410,230,0
63,36,40,0,0,0,0,0,0,0,0
0,36,40,0,0,0,0,0,0,0,0
103,37,1,0,0,0,0,0,0,0,0
97,37,1,match_this,139,306,133,787,524,1450,0
